
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced,propTracedMean,propTracedStd,theoreticalMean_NoTracingTerm,theoreticalMean_TracingTerm
0.8000000000000004,0.04,18662.438,10000.0,1.8662438,0.0031016505340206173,1.8711219561572965,35.846,0.003620808080808079,3.0117677702772006e-5,0.1280034492984855,0.3695502324195599
0.8200000000000004,0.04,18791.746,10000.0,1.8791745999999996,0.0031981956507570078,1.8845760240066178,32.11,0.0032434343434343416,3.042958533129581e-5,0.11480104684607907,0.3068595506859932
0.8400000000000004,0.04,18928.072,10000.0,1.8928072000000002,0.0032226888374470796,1.897381082876052,28.54,0.002882828282828282,3.043714376171424e-5,0.10210735412810915,0.27955912913883146
0.8600000000000004,0.04,19096.49,10000.0,1.9096490000000004,0.00322248366946987,1.9099014316733733,24.746,0.0024995959595959594,2.7733801641388955e-5,0.08968397180046456,0.2555493887973423
0.8800000000000004,0.04,19277.638,10000.0,1.9277638,0.0031321079962415475,1.922950986149805,21.208,0.0021422222222222216,2.556365327493693e-5,0.07671973630876368,0.23042813220511366
0.9000000000000005,0.04,19304.62,10000.0,1.9304619999999997,0.003156154275637242,1.9359501143118638,17.548,0.0017725252525252516,2.3594999859858826e-5,0.06383133394338444,0.18713098478922038
0.9200000000000005,0.04,19486.524,10000.0,1.9486523999999998,0.0032444089766389484,1.9487589728017165,13.598,0.0013735353535353528,1.9327013106248518e-5,0.05111808233490423,0.14062787402877808
0.9400000000000005,0.04,19583.774,10000.0,1.9583773999999998,0.003255794325792667,1.9614473498598435,10.502,0.0010608080808080806,1.774380000670625e-5,0.03846468469089273,0.1213877419858504
0.9600000000000005,0.04,19672.344,10000.0,1.9672344000000002,0.003395889032037977,1.97447537338818,6.942,0.0007012121212121212,1.4817983041518768e-5,0.025491206062989644,0.07315231718685708
0.9800000000000005,0.04,19868.23,10000.0,1.9868229999999998,0.003095287817853245,1.9872003010029728,3.64,0.00036767676767676764,1.056445777751701e-5,0.012792093808949415,0.0334765339106445
1.0000000000000004,0.04,20008.56,10000.0,2.000856,0.003490130747302533,2.0000000000000004,0.0,0.0,0.0,-2.835459189745715e-16,0.0
0.0,0.06,12962.53,9827.386,1.3087297254053278,0.0042510920066790225,1.321362375653772,326.334,0.03355077712801178,0.00013137754084701289,0.6379588691217808,1.850412311533529
0.02,0.06,13179.956,9826.576,1.3299719038061757,0.004541728158122162,1.332608010901158,317.246,0.0326812485994026,0.0001715799130661573,0.6285181714834135,1.818002027866402
0.04,0.06,13326.464,9903.844,1.339657279310089,0.0035698517618519285,1.350214524461945,311.324,0.03179909526344197,0.00010601285829494805,0.6125006439769366,1.7850129828415915
0.06,0.06,13529.766,9923.562,1.358728036320657,0.0034537365255796933,1.3639345532315967,304.112,0.03094442325981572,0.00010170790576221738,0.6011649701045839,1.7290087942013415
0.08,0.06,13647.688,9926.82,1.3711642161745548,0.0030184929044833443,1.3773570498428482,295.574,0.030090726979839503,0.00010074591501951494,0.5888794564995201,1.7109358853871566
